50
1,51.0678307,3.7290914
2,50.459267,4.8504571
3,50.8427501,4.3515499
4,51.2198771,4.4011356
5,51.0261822,4.9806859
6,50.7798613,4.7614181
7,50.5329187,4.7417015
8,50.7509166,5.580062
9,50.7410068,5.2607332
10,50.5826516,3.9173444
11,50.7811468,2.9997573
12,50.7981729,4.0248327
13,50.571588,4.1767874
14,50.4022333,5.666316
15,50.7041182,5.7139672
16,50.0767425,4.5089143
17,50.9705594,3.8153997
18,49.8583554,5.3727437
19,50.3453749,5.0922322
20,50.7497791,4.9829359
21,50.5236273,5.006894
22,51.1488217,4.4785055
23,50.7342411,5.209727
24,51.3317067,3.3140885
25,50.5838176,5.0903253
26,50.7216887,5.3534526
27,51.2948381,3.1994146
28,50.3780379,4.9703054
29,50.511588,4.6770711
30,50.996176,4.0692884
31,50.4096402,4.4729564
32,50.6672639,3.2680395
33,50.7289435,4.9641114
34,50.8705398,3.5517704
35,50.7805147,4.1979164
36,50.3026042,5.9894564
37,49.5912687,5.7266366
38,49.5951701,5.5084403
39,51.1273737,4.2901239
40,50.1683864,4.5609023
41,50.8760936,3.1787537
42,50.5056428,3.7877341
43,51.2105793,2.9307745
44,50.3414098,4.2928918
45,50.7904904,4.3559193
46,50.5024548,5.511326
47,50.8165377,2.8757493
48,49.9911621,5.7883722
49,51.061278,4.8346555
50,50.7668483,2.8435926
